_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
291,2195941,TS2023-15-016,2024-06-26,Local Road Rehabilitation,BENSON AVE<br> From: ARLINGTON AVE<br> To: GREENSIDES AVE ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2024 - Q4 2024,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4281974844939, 43.6793738210633], [-79.4287846981117, 43.679244578467], [-79.4294268538971, 43.6791032420124]]]}"
292,2195955,TS2023-08-230,2024-06-26,Local Road Reconstruction,NEW HAVEN DR<br> From: [49.80 m E] GILGORM RD [END]<br> To: GILGORM RD ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2024 - Q4 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4174086090252, 43.706130919282], [-79.4179105055736, 43.7060097546394]]]}"
293,2195968,TS2023-15-016,2024-06-26,Local Road Rehabilitation,BENSON AVE<br> From: [S] RUSHTON RD [BRANCH]<br> To: [N] RUSHTON RD [BRANCH] ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2024 - Q4 2024,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4266540244266, 43.6796418184322], [-79.427006728259, 43.6795706367665]]]}"
294,2195974,TS2023-12-076,2024-06-26,Local Road Rehabilitation,ATLAS AVE<br> From: WATFORD AVE<br> To: GRAHAM GDNS ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2024 - Q4 2024,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4313052244832, 43.6820988261179], [-79.4315228948959, 43.6826363439546]]]}"
295,2195977, ,2024-06-26,Local Road Reconstruction,CRIPPS AVE<br> From: [91 m W] SPEARS ST [END]<br> To: SPEARS ST ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2023 - Q2 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4811067585878, 43.6783141665767], [-79.4811504997235, 43.6783198356263], [-79.4812132417882, 43.6783235995043], [-79.4812879577659, 43.6783090746322], [-79.482150939308, 43.6780836486294]]]}"
296,2195987, ,2024-06-26,Laneway Reconstruction,BARBARA BARRETT LANE<br> From: BRUNSWICK AVE<br> To: BORDEN ST ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2024 - Q4 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4073084412112, 43.6654935809231], [-79.4078890544622, 43.6653562307739], [-79.4085026779383, 43.665231830019]]]}"
297,2195989,TS2023-11-029,2024-06-26,Local Road Rehabilitation,HERRICK ST<br> From: MARKHAM ST<br> To: PALMERSTON BLVD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2024 - Q4 2024,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4114576674163, 43.6624292946305], [-79.4126645565832, 43.6621692831635]]]}"
298,2195993,TS2023-04-089,2024-06-26,Local Road Rehabilitation,EVANS AVE (TO)<br> From: COLBECK ST<br> To: ARDAGH ST ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2024 - Q4 2025 (Carry-Over),Active,None,Transportation Services,"Augustine Anifowose, Engineering and Construction Services",aanifow@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4838654338598, 43.6534273781889], [-79.4850005367811, 43.6561965473737]]]}"
299,2196009, ,2024-06-26,Local Road Reconstruction,BORDEN ST<br> From: COLLEGE ST (TO)<br> To: VANKOUGHNET ST ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2022 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Md Zahid Hossain, Engineering and Construction Services",mhossai@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2022,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4052283509936, 43.6569792867345], [-79.4052879492826, 43.6571912729171], [-79.4053783314517, 43.6574195319818], [-79.4058736608994, 43.658670570282]]]}"
300,2196012, ,2024-06-26,Local Road Reconstruction,BLOOMFIELD AVE<br> From: PRUST AVE<br> To: GREENWOOD AVE ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2023 - Q3 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3312952161074, 43.6721160836307], [-79.3287544171992, 43.6726929900414]]]}"
301,2196013, ,2024-06-26,Laneway Reconstruction,[30.50 m E] JONES AVE<br> From: [23.20 m N] QUEEN ST E<br> To: [115.10 m N] QUEEN ST E ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2023 - Q4 2025,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Jessica Orjuela, Engineering and Construction Services",jorjuel@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3324316797541, 43.6631086278506], [-79.332737304553, 43.663873118082]]]}"
302,2196022,TS2023-20-173,2024-06-26,Local Road Reconstruction,PARKCREST DR<br> From: HILL CRES<br> To: KINGSTON RD ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2025 - Q3 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Hafeez Shaikh, Engineering and Construction Services",hshaikh4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.2160018161236, 43.7326164759918], [-79.2163601434489, 43.7334635169585], [-79.2168030092963, 43.7344996658417], [-79.2168560108698, 43.7346168040492], [-79.2168920709086, 43.7347068966001], [-79.2169281910265, 43.7347789868414], [-79.2169760101483, 43.7348421138179], [-79.2170331397785, 43.7349052548225], [-79.2170709813427, 43.7349413623901], [-79.217120492043, 43.7349774808229], [-79.2171629889811, 43.7350135818786], [-79.2172542146828, 43.7350858173603], [-79.2173153325771, 43.7351219644201], [-79.2174346168745, 43.7351672564791], [-79.2175228665972, 43.7352124807211], [-79.2176344472135, 43.7352487613112], [-79.2177204355849, 43.7352759683683], [-79.2178103219581, 43.7353031939855], [-79.2178677363071, 43.735303326717], [-79.217939116299, 43.7353034938839], [-79.2180096296964, 43.7353216703135], [-79.218097279361, 43.7353308787414], [-79.2181763758251, 43.7353400750145], [-79.218236893647, 43.7353402242139], [-79.2183215118655, 43.7353314225529], [-79.2184014623875, 43.7353226183309], [-79.2185365604216, 43.7353049396433], [-79.2186973276573, 43.73526933053], [-79.2188441836033, 43.7352246857499], [-79.2189389362038, 43.7352068983363], [-79.219049277768, 43.7351711647208], [-79.219186162235, 43.735270514546], [-79.2193175554435, 43.735378842942], [-79.2194668003767, 43.7354872150008], [-79.2196385819083, 43.7355866499235], [-79.219972890575, 43.7357764860948], [-79.2202041415566, 43.7359390653903]]]}"
303,2196024,TS2023-11-008,2024-06-26,Local Road Reconstruction,ALBANY AVE<br> From: [E] BARTON AVE [BRANCH]<br> To: [W] BARTON AVE [BRANCH] ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2024 - Q4 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4110991091552, 43.6682373721765], [-79.4111660348056, 43.6683707879468]]]}"
304,2196025,TS2023-11-008,2024-06-26,Local Road Reconstruction,ALBANY AVE<br> From: [W] BARTON AVE [BRANCH]<br> To: WELLS ST ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2024 - Q4 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4111660348056, 43.6683707879468], [-79.4114268226531, 43.6690129292938], [-79.4115135003285, 43.669233078969], [-79.4119663446914, 43.6703831775023]]]}"
305,2196026,TS2023-12-009,2024-06-26,Local Road Rehabilitation,ARCHER RD<br> From: BROWSIDE AVE<br> To: SPADINA RD (TO) ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2024 - Q4 2024,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4150224213017, 43.6962829755516], [-79.4157924511157, 43.6960867232343]]]}"
306,2196028,TS2023-04-223,2024-06-26,Local Road Rehabilitation,MARGDON RD<br> From: KENNEDY PARK RD<br> To: GLENDONWYNNE RD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2024 - Q4 2025 (Carry-Over),Active,None,Transportation Services,"Augustine Anifowose, Engineering and Construction Services",aanifow@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4732038824349, 43.6527118116551], [-79.4732867761136, 43.6526117989681], [-79.4733498884419, 43.6525856737559], [-79.4734186867408, 43.6525690642662], [-79.4743810547998, 43.652361793689]]]}"
307,2196029, ,2024-06-26,Laneway Reconstruction,[23.20 m N] QUEEN ST E<br> From: JONES AVE<br> To: [30.50 m E] JONES AVE ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2023 - Q4 2025,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Jessica Orjuela, Engineering and Construction Services",jorjuel@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3329504401, 43.662990911481], [-79.3324316797541, 43.6631086278506]]]}"
308,2196031,TS2023-11-283,2024-06-26,Local Road Rehabilitation,YARMOUTH GDNS<br> From: PALMERSTON AVE<br> To: MANNING AVE (TO) ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2024 - Q4 2024,Active,None,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4161150595787, 43.6709813120516], [-79.4166836047201, 43.6708603089321], [-79.4183959867202, 43.6704958922011], [-79.4184777747666, 43.6704826645963], [-79.418492428831, 43.6704852854314]]]}"
309,2196043,TS2023-15-006,2024-06-26,Local Road Reconstruction,BRIDLE PATH THE<br> From: [190 m N] POST RD<br> To: [350 m E] BAYVIEW AVE ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2024 - Q3 2025 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Matthew McAinsh, Engineering and Construction Services",mmcains@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3780820753161, 43.7393863340636], [-79.3756555283199, 43.7398809923974], [-79.3754164417241, 43.7399281864763], [-79.3753322165712, 43.7399709044389], [-79.3752644661513, 43.7400135683093], [-79.3752230352959, 43.7400443792658], [-79.3751875416171, 43.740061874887], [-79.3751520355214, 43.7400793614824], [-79.3751138813556, 43.740086655794], [-79.3750735114181, 43.740084838438], [-79.3750467432415, 43.7400795164616], [-79.3750265486391, 43.7400713032742], [-79.3750010466374, 43.7400421924508], [-79.3749895852607, 43.7399955626049], [-79.3749840487572, 43.7399356084329], [-79.3749772354547, 43.7398687579298], [-79.3749769080842, 43.7398172615984], [-79.3749711454396, 43.7397645711603], [-79.3749631823752, 43.7396715528527], [-79.3749402598199, 43.739578302147], [-79.3748983415958, 43.7394556776693], [-79.3748588328998, 43.7393505181778], [-79.3748128203134, 43.7392923739198], [-79.3747785026904, 43.7392580236785], [-79.374733508284, 43.7392296475373], [-79.3747010485213, 43.7392152910179]]]}"
310,2196046, ,2024-06-26,Local Road Reconstruction,PRICE ST<br> From: [E] T.T.C. SUBWAY ROW [BRIDGE]<br> To: [158.50 m E] YONGE ST ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2025 - 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,<Null> Transportation Roads State of Good Repair,RoadSOGR@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3896293144152, 43.6800914758248], [-79.388852828282, 43.6802486695082], [-79.3888290186079, 43.6802534890614], [-79.3887181093995, 43.6802759384352]]]}"
311,2196047, ,2024-06-26,Local Road Reconstruction,PRICE ST<br> From: YONGE ST<br> To: [W] T.T.C. SUBWAY ROW [BRIDGE] ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2025 - 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,<Null> Transportation Roads State of Good Repair,RoadSOGR@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3907280054749, 43.6798995612078], [-79.3905939517532, 43.6798961205004], [-79.3902013017451, 43.6799751716147]]]}"
312,2196560, ,2024-06-28,Local Road Reconstruction,[E-W] SYMES RD [LEG]<br> From: GLEN SCARLETT RD<br> To: [24 m W] GLEN SCARLETT RD [CITY LIMITS] ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2023 - Q2 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4780286671539, 43.6736627419468], [-79.4785837727567, 43.6737067467528]]]}"
313,2196566, ,2024-06-28,Laneway Reconstruction,[31 m E] EILEEN AVE<br> From: [39 m N] FLORENCE AVE<br> To: [70 m N] FLORENCE AVE ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4946385497765, 43.6699354237542], [-79.4949789938614, 43.6700994974602]]]}"
314,2196578,TS2023-19-039,2024-06-28,Local Road Rehabilitation,NORWAY AVE<br> From: WAVERLEY RD<br> To: BELLEFAIR AVE ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2024 - Q4 2024,Active,None,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3026777118082, 43.6741350351673], [-79.3016141788901, 43.6743716663573]]]}"
315,2196580,TS2023-19-111,2024-06-28,Laneway Reconstruction,[292.60 m N] QUEEN ST E<br> From: ELMER AVE<br> To: [36.60 m E] ELMER AVE ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2024 - Q4 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3045834995794, 43.6718733511249], [-79.3040530369847, 43.6719911165272]]]}"
316,2196605,TS2023-19-109,2024-06-28,Laneway Reconstruction,[18.30 m S] HARTFORD AVE<br> From: HERBERT AVE<br> To: ELMER AVE ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2024 - Q4 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3057360684569, 43.6716087053974], [-79.3045834995794, 43.6718733511249]]]}"
317,2196608,TS2023-11-447,2024-06-28,Local Road Reconstruction,RAMSDEN PARK RD<br> From: YONGE ST<br> To: [126 m W] YONGE ST [END] ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2024 - Q4 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3895728256234, 43.6770385979586], [-79.3900593443853, 43.6769302949809], [-79.3911833569015, 43.6766801076844]]]}"
